,id,name,transit,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
23185,31377252,Huge Apartment in TriBeCa,,7029525,41446.0,,,0.0,1.0,1.0,"New York, NY, United States",Tribeca,40.71509,-74.00779,Apartment,Entire home/apt,10,2.0,4,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Iron,""Laptop friendly workspace"",""Hot water""}",400,1,0,3,3 weeks ago,1,0,0,0,0,1,1,100.0,10.0,8.0,10.0,10.0,10.0,8.0,1,strict_14_with_grace_period,1,1,0,0,0.21,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
23243,31444634,Wburg Duplex w/ Private Garden. Great for groups!,On street parking is available but the subways are always better!   There is an entrance to the G and the L on our block.  We are a five minute walk to the J and M trains.,48392689,42315.0,within a day,0.71,0.0,1.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.71324,-73.95099,Condominium,Entire home/apt,6,2.0,3,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Baby monitor"",""Outlet covers"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Stair gates"",""Children’s books and toys"",""Table corner guards"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""No stairs or steps to enter"",""Flat path to guest entrance""}",400,1,0,2,5 days ago,1,15,28,54,329,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
23256,31465478,"Hyper Chic, Bi-Level Apartment + Garden","Transportation — If you’re looking to easily explore any of the NYC Boroughs, this house is located blocks away from the 2/3 express trains and AC, BD lines in addition to the M60 bus line going straight to LaGuardia Airport.",117143694,42785.0,within an hour,0.9,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.80454,-73.94635,Apartment,Entire home/apt,6,3.0,3,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Wide entrance"",""Fixed grab bars for shower""}",400,6,50,5,today,1,5,12,19,148,15,15,95.0,10.0,9.0,10.0,9.0,10.0,10.0,1,moderate,1,1,0,0,2.88,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1
23447,31726939,"Terrific Tribeca 1BR, Gym, Roof deck, Indoor pool by Blueground",,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",Manhattan,40.71494,-74.00676,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""BBQ grill"",""Long term stays allowed""}",349,1,0,30,today,1,0,5,35,310,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1
23454,31755223,Modern 3BR artsy Brooklyn duplex. New renovation,"Nearest subway station: F or G train at Bergen Street (closest entry/exit is on Warren Street). Access to A/C trains available by transfer one stop away on Manhattan bound F train at Jay Street/Metrotech.  There are also MTA buses on Smith St, Court St and Atlantic Avenue. Taxis and cars for hire within minutes. Citibike (public rental bikes) a block away. Street parking (free) can take a few minutes and car rental & parking garages nearby.",3042136,41114.0,within an hour,1.0,1.0,3.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.6827,-73.9914199999999,Apartment,Entire home/apt,6,2.0,3,4,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Children’s books and toys"",""Room-darkening shades"",""Children’s dinnerware"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",375,4,25,6,a week ago,1,0,7,7,7,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,strict_14_with_grace_period,3,2,1,0,0.41,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1
23494,31818460,Entire 3rd Floor w/2 rooms of Authentic Brownstone,,73425483,42512.0,within an hour,1.0,0.0,6.0,0.0,"Brooklyn, NY, United States",Bedford-Stuyvesant,40.69254,-73.93823,House,Entire home/apt,5,2.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",400,5,0,2,a week ago,1,0,0,0,0,0,0,,,,,,,,1,moderate,6,1,5,0,,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1
23505,31832851,Amazing Townhouse Prewar Duplex @ Lex Ave&79th St!,"The 6 train is right by 77th Street and Lexington Ave, which is one step away from the Apartment. All buses, taxi, Uber, Via and Lyft at are at your disposal at the location and the Apartment is in short walking distance to central park.",235559424,43474.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",Upper East Side,40.77567,-73.95961,Apartment,Entire home/apt,15,1.0,3,7,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Host greets you""}",495,1,0,2,today,1,5,21,45,156,15,15,93.0,9.0,9.0,9.0,10.0,10.0,9.0,1,strict_14_with_grace_period,1,1,0,0,3.31,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1
23613,31925535,Luxury Duplex with large loft space and Terrace,"Located in a quiet tree-lined street just one block of the G train and 4 blocks from the L train. One block from the beautiful Mc Carren Park, where there is a farmers market every Saturday. 20 min ride from Times Square",1746041,40952.0,within a few hours,1.0,0.0,1.0,1.0,"Brooklyn, NY, United States",Williamsburg,40.72242,-73.95076,Loft,Entire home/apt,5,2.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",450,4,200,3,yesterday,1,0,11,12,43,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,0,0,1.06,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1
23650,31961731,"New York City, Midtown 2 Bedrooms, Sleeps 6",,239644931,43493.0,within a few hours,1.0,0.0,1.0,0.0,"New York, NY, United States",Kips Bay,40.73972,-73.9841199999999,Apartment,Private room,6,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Carbon monoxide detector"",Hangers,""Hair dryer"",Iron,""Private living room"",""Private entrance""}",355,4,5,2,2 days ago,1,22,43,47,312,6,6,100.0,10.0,10.0,10.0,9.0,10.0,10.0,1,strict_14_with_grace_period,1,0,1,0,1.13,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
23702,32019847,Prime Location NYC 2 Bedrooms,,238136541,43486.0,within a day,1.0,0.0,1.0,0.0,"New York, NY, United States",Midtown East,40.74797,-73.98271,Apartment,Entire home/apt,5,1.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Essentials,Hangers,""Hair dryer"",Iron}",345,4,15,30,6 weeks ago,1,5,35,65,154,6,6,87.0,8.0,9.0,9.0,9.0,10.0,9.0,1,strict_14_with_grace_period,1,1,0,0,1.13,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
23709,32035609,"Harlem 3 Bedroom, 1.5 Bathroom Condo - Bright!",The apartment is just two blocks away from the north and southbound 6 train.  30 minutes to Times Square. 15 minutes walking to Central Park. There are taxis everywhere and Uber and Lyft work great and are very cheap options in Manhattan.,230062403,43444.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",East Harlem,40.7984,-73.94014,Apartment,Entire home/apt,7,1.5,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",450,4,29,1,yesterday,1,10,36,59,325,12,12,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,2.67,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
23716,32039920,Spacious 3 bdrms/ 2 baths  Prime Manhattan,,238133848,43486.0,within a few hours,0.86,0.0,1.0,0.0,"New York, NY, United States",Midtown East,40.75702,-73.96503,Apartment,Entire home/apt,7,2.0,3,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",450,4,15,30,6 weeks ago,1,4,34,64,154,3,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,1,1,0,0,0.58,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
23729,32047248,Downtown 2500 Sq Ft  Loft.,"We are steps from major subway lines (4,5,6,N,Q,R,W,PATH). A CitiBike kiosk is also located at the end of our street (Lafayette St & E 8 St) with 30+ available bicycles.",158725307,43053.0,within a few hours,1.0,0.0,3.0,0.0,"New York, NY, United States",Noho,40.72813,-73.99258,Loft,Entire home/apt,8,2.0,4,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""No stairs or steps to enter"",""Wide entryway""}",400,1,0,2,7 weeks ago,1,0,2,3,38,0,0,,,,,,,,0,moderate,2,2,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1
23754,32089161,Newly rennovated studio space in UWS,Take 1 train uptown to 86th street then walk two blocks to 84th!,25115746,41995.0,,,0.0,1.0,0.0,"New York, NY, United States",Upper West Side,40.78757,-73.97624,Apartment,Shared room,1,1.0,1,1,Real Bed,"{""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",500,1,0,1,5 months ago,1,29,59,89,89,0,0,,,,,,,,0,flexible,1,0,0,1,,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23792,32159820,Heart of Williamsburg,"There is alternate side street parking. The bus, subway, and other car services (uber, lyft) are very close and readily available for use.",31691527,42115.0,within a few hours,0.8,0.0,2.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.71698,-73.95879,Apartment,Private room,2,1.0,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",""Hot water""}",365,1,25,2,5 months ago,1,19,49,79,79,4,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,1,0,1,0,1.52,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
23809,32168942,Luxury Modern Artist Chelsea Apartment,,116089235,42778.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.75117,-73.99735,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",500,2,50,3,2 months ago,1,18,48,77,77,1,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,flexible,1,1,0,0,0.63,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
23815,32176821,"Williamsburg Loft in Brooklyn, NYC. Sleeps 6-8.",The 'L' subway station is within a 10-minute walk and provides one of the quickest commutes to Manhattan from Brooklyn. JFK and Newark airports are within an hour's drive. All amenities and local facilities are within walking distance.,9260643,41553.0,within an hour,0.91,0.0,4.0,0.0,"Brooklyn, NY, United States",Williamsburg,40.71615,-73.95877,Loft,Entire home/apt,6,2.0,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Dishwasher,Oven}",400,6,40,2,a week ago,1,13,20,20,20,3,3,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,1.18,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
23832,32191213,Bohême à Williamsburg,"We are in the perfect location to go to either of the 2 Williamsburg subway stations. The Bedford L, or the Marcy JMZ. One stop brings you to Manhattan. And a couple stops the other way brings you into Bushwick (street art and kids too cool for you) And ubers or Lyfts are usually just a minute or two away!",241541553,43502.0,within a few hours,1.0,1.0,1.0,0.0,"Brooklyn, NY, United States",Williamsburg,40.7121099999999,-73.96276,Apartment,Entire home/apt,3,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",418,2,25,2,2 weeks ago,1,3,33,63,153,20,20,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,3.97,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
23854,32223317,Sonder | Stock Exchange | Premier 2BR + Laundry,,219517861,43381.0,within an hour,0.98,0.0,328.0,0.0,"New York, NY, United States",Financial District,40.7058,-74.0121,Apartment,Entire home/apt,6,1.0,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",404,4,5,2,today,1,14,41,62,330,10,10,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,327,319,8,0,2.26,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1
23856,32224165,Sonder | Stock Exchange | Modern 2BR + Lounge,,219517861,43381.0,within an hour,0.98,0.0,328.0,0.0,"New York, NY, United States",Manhattan,40.70621,-74.01238,Apartment,Entire home/apt,6,1.0,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",425,4,5,2,today,1,15,37,64,339,8,8,100.0,10.0,10.0,9.0,10.0,10.0,10.0,1,strict_14_with_grace_period,327,319,8,0,2.11,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1
23860,32225186,Sonder | Stock Exchange | Tranquil 2BR + Lounge,,219517861,43381.0,within an hour,0.98,0.0,328.0,0.0,"New York, NY, United States",Financial District,40.70714,-74.01233,Apartment,Entire home/apt,6,2.0,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",392,4,5,2,today,1,7,19,35,286,2,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,327,319,8,0,0.63,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1
23861,32225187,Sonder | Wall Street | Dreamy 2BR + Laundry,"There's no parking nearby, but this is New York City! If your destination is not within walking distance, we suggest taking the subway, taxi, or bus.",219517861,43381.0,within an hour,0.98,0.0,328.0,0.0,"New York, NY, United States",Financial District,40.7057299999999,-74.01077,Boutique hotel,Private room,6,2.0,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",375,4,5,2,today,1,6,19,35,280,5,5,88.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,327,319,8,0,1.24,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1
23866,32225206,Sonder | Stock Exchange | Original 3BR + Sofa Bed,,219517861,43381.0,within an hour,0.98,0.0,328.0,0.0,"New York, NY, United States",Financial District,40.70587,-74.01092,Apartment,Entire home/apt,8,2.0,3,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",472,6,5,2,today,1,0,7,12,234,12,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,327,319,8,0,2.67,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1
23876,32236518,Sonder | Stock Exchange | Expansive 3BR + Lounge,,219517861,43381.0,within an hour,0.98,0.0,328.0,0.0,"New York, NY, United States",Financial District,40.70775,-74.01047,Apartment,Entire home/apt,6,2.0,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",454,6,5,2,today,1,4,29,52,297,11,11,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,327,319,8,0,3.33,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1
23878,32236951,Sonder | Stock Exchange | Incredible 3BR + Lounge,,219517861,43381.0,within an hour,0.98,0.0,328.0,0.0,"New York, NY, United States",Financial District,40.70734,-74.01064,Apartment,Entire home/apt,6,2.0,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",472,6,5,2,today,1,0,28,54,316,6,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,327,319,8,0,1.41,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1
